File_1,File_2,TED,Myers Diff,Local Fingerprint,Labels
742515.py,712268.py,0.46153846153846156,0.3877068557919622,0.03,0
742515.py,705690.py,0.4358974358974359,0.4664536741214057,0.1,0
742515.py,744048.py,0.5128205128205128,0.5352112676056338,0.24,0
742515.py,743628.py,0.5128205128205128,0.552278820375335,0.08,0
742515.py,690165.py,0.48717948717948717,0.2467866323907455,0.11,0
742515.py,747304.py,0.3333333333333333,0.19658119658119655,0.03,0
742515.py,784860.py,0.5128205128205128,0.4885844748858448,0.09,0
742515.py,761609.py,0.41025641025641024,0.3870967741935484,0.17,0
742515.py,712833.py,0.5897435897435898,0.4010695187165776,0.12,0
742515.py,802432.py,0.4358974358974359,0.5085470085470085,0.07,0
742515.py,773427.py,0.38461538461538464,0.4190981432360743,0.05,0
742515.py,802406.py,0.4358974358974359,0.2702702702702703,0.05,0
742515.py,682520.py,0.48717948717948717,0.2467866323907455,0.11,0
742515.py,143605.py,0.358974358974359,0.28671328671328666,0.05,0
742515.py,701805.py,0.46153846153846156,0.44171779141104295,0.17,0
742515.py,712466.py,0.5897435897435898,0.3688760806916427,0.14,0
742515.py,755640.py,0.38461538461538464,0.5,0.1,0
742515.py,712714.py,0.6153846153846154,0.25876010781671155,0.1,0
742515.py,143922.py,0.38461538461538464,0.5194805194805194,0.06,0
742515.py,773437.py,0.4358974358974359,0.5111821086261981,0.12,0
742515.py,743113.py,0.5128205128205128,0.7172774869109948,0.1,0
742515.py,711409.py,0.4358974358974359,0.5291828793774319,0.03,0
742515.py,744500.py,0.5384615384615384,0.5306122448979591,0.21,0
742515.py,743220.py,0.46153846153846156,0.6068601583113457,0.19,0
742515.py,766544.py,0.38461538461538464,0.4444444444444444,0.11,0
742515.py,713134.py,0.5384615384615384,0.3646112600536193,0.11,0
742515.py,684461.py,0.358974358974359,0.5046296296296297,0.0,0
742515.py,705841.py,0.38461538461538464,0.4981949458483754,0.1,0
742515.py,779702.py,0.41025641025641024,0.46006389776357826,0.1,0
742515.py,766717.py,0.46153846153846156,0.5316455696202531,0.07,0
742515.py,743200.py,0.6410256410256411,0.6409495548961424,0.32,0
742515.py,143601.py,0.3333333333333333,0.29054054054054057,0.05,0
742515.py,706387.py,0.4358974358974359,0.26086956521739135,0.14,0
742515.py,743387.py,0.38461538461538464,0.5211267605633803,0.11,0
742515.py,143635.py,0.358974358974359,0.28671328671328666,0.05,0
742515.py,743057.py,0.5128205128205128,0.5207100591715976,0.25,0
742515.py,143625.py,0.358974358974359,0.28671328671328666,0.05,0
742515.py,712563.py,0.5641025641025641,0.6301369863013699,0.12,0
742515.py,743172.py,0.5128205128205128,0.5527065527065527,0.19,0
742515.py,682656.py,0.41025641025641024,0.2331288343558282,0.12,0
742515.py,143611.py,0.358974358974359,0.2857142857142857,0.05,0
742515.py,143700.py,0.358974358974359,0.2797202797202797,0.05,0
742515.py,711858.py,0.5641025641025641,0.5955056179775281,0.12,0
742515.py,712481.py,0.5897435897435898,0.4010695187165776,0.12,0
742515.py,743210.py,0.5384615384615384,0.5449275362318841,0.23,0
742515.py,684776.py,0.5128205128205128,0.267379679144385,0.08,0
742515.py,705530.py,0.38461538461538464,0.5,0.11,0
742515.py,742945.py,0.6923076923076923,0.7055393586005831,0.26,0
742515.py,686691.py,0.41025641025641024,0.4981412639405205,0.17,0
742515.py,682049.py,0.38461538461538464,0.548,0.03,0
742515.py,705887.py,0.4358974358974359,0.5653333333333334,0.04,0
742515.py,773189.py,0.41025641025641024,0.46564885496183206,0.18,0
742515.py,684835.py,0.4358974358974359,0.5394990366088632,0.03,0
742515.py,685076.py,0.48717948717948717,0.2467866323907455,0.11,0
742515.py,143591.py,0.358974358974359,0.28671328671328666,0.05,0
742515.py,712432.py,0.5384615384615384,0.3770491803278688,0.12,0
742515.py,773447.py,0.41025641025641024,0.46864686468646866,0.16,0
