File_1,File_2,Label
fib_snip_01.py,fib_snip_02.py,0
fib_snip_02.py,fib_snip_03.py,0
fib_snip_03.py,fib_snip_04.py,0
fib_snip_04.py,fib_snip_05.py,0
fib_snip_05.py,fib_snip_06.py,0
fib_snip_06.py,fib_snip_07.py,0
fib_snip_07.py,fib_snip_08.py,0
fib_snip_08.py,fib_snip_09.py,0
fib_snip_09.py,fib_snip_10.py,0
fib_snip_10.py,fib_snip_11.py,0
fib_snip_11.py,fib_snip_12.py,0
fib_snip_12.py,fib_snip_13.py,0
fib_snip_13.py,fib_snip_14.py,0
fib_snip_14.py,fib_snip_15.py,0
fib_snip_15.py,fib_snip_16.py,0
fib_snip_16.py,fib_snip_17.py,0
fib_snip_17.py,fib_snip_18.py,0
fib_snip_18.py,fib_snip_19.py,0
fib_snip_19.py,fib_snip_20.py,0
fib_snip_20.py,fib_snip_01.py,0
is_pal_snip_01.py,is_pal_snip_02.py,0
is_pal_snip_02.py,is_pal_snip_03.py,0
is_pal_snip_03.py,is_pal_snip_04.py,0
is_pal_snip_04.py,is_pal_snip_05.py,0
is_pal_snip_05.py,is_pal_snip_06.py,0
is_pal_snip_06.py,is_pal_snip_07.py,0
is_pal_snip_07.py,is_pal_snip_08.py,0
is_pal_snip_08.py,is_pal_snip_09.py,0
is_pal_snip_09.py,is_pal_snip_10.py,0
is_pal_snip_10.py,is_pal_snip_11.py,0
is_pal_snip_11.py,is_pal_snip_12.py,0
is_pal_snip_12.py,is_pal_snip_13.py,0
is_pal_snip_13.py,is_pal_snip_14.py,0
is_pal_snip_14.py,is_pal_snip_15.py,0
is_pal_snip_15.py,is_pal_snip_16.py,0
is_pal_snip_16.py,is_pal_snip_17.py,0
is_pal_snip_17.py,is_pal_snip_18.py,0
is_pal_snip_18.py,is_pal_snip_19.py,0
is_pal_snip_19.py,is_pal_snip_20.py,0
is_pal_snip_20.py,is_pal_snip_01.py,0
is_prime_snip_01.py,is_prime_snip_02.py,0
is_prime_snip_02.py,is_prime_snip_03.py,0
is_prime_snip_03.py,is_prime_snip_04.py,0
is_prime_snip_04.py,is_prime_snip_05.py,0
is_prime_snip_05.py,is_prime_snip_06.py,0
is_prime_snip_06.py,is_prime_snip_07.py,0
is_prime_snip_07.py,is_prime_snip_08.py,0
is_prime_snip_08.py,is_prime_snip_09.py,0
is_prime_snip_09.py,is_prime_snip_10.py,0
is_prime_snip_10.py,is_prime_snip_11.py,0
is_prime_snip_11.py,is_prime_snip_12.py,0
is_prime_snip_12.py,is_prime_snip_13.py,0
is_prime_snip_13.py,is_prime_snip_14.py,0
is_prime_snip_14.py,is_prime_snip_15.py,0
is_prime_snip_15.py,is_prime_snip_16.py,0
is_prime_snip_16.py,is_prime_snip_17.py,0
is_prime_snip_17.py,is_prime_snip_18.py,0
is_prime_snip_18.py,is_prime_snip_19.py,0
is_prime_snip_19.py,is_prime_snip_20.py,0
is_prime_snip_20.py,is_prime_snip_01.py,0
max_in_list_snip_01.py,max_in_list_snip_02.py,0
max_in_list_snip_02.py,max_in_list_snip_03.py,0
max_in_list_snip_03.py,max_in_list_snip_04.py,0
max_in_list_snip_04.py,max_in_list_snip_05.py,0
max_in_list_snip_05.py,max_in_list_snip_06.py,0
max_in_list_snip_06.py,max_in_list_snip_07.py,0
max_in_list_snip_07.py,max_in_list_snip_08.py,0
max_in_list_snip_08.py,max_in_list_snip_09.py,0
max_in_list_snip_09.py,max_in_list_snip_10.py,0
max_in_list_snip_10.py,max_in_list_snip_11.py,0
max_in_list_snip_11.py,max_in_list_snip_12.py,0
max_in_list_snip_12.py,max_in_list_snip_13.py,0
max_in_list_snip_13.py,max_in_list_snip_14.py,0
max_in_list_snip_14.py,max_in_list_snip_15.py,0
max_in_list_snip_15.py,max_in_list_snip_16.py,0
max_in_list_snip_16.py,max_in_list_snip_17.py,0
max_in_list_snip_17.py,max_in_list_snip_18.py,0
max_in_list_snip_18.py,max_in_list_snip_19.py,0
max_in_list_snip_19.py,max_in_list_snip_20.py,0
max_in_list_snip_20.py,max_in_list_snip_01.py,0
rev_st_snip_01.py,rev_st_snip_02.py,0
rev_st_snip_02.py,rev_st_snip_03.py,0
rev_st_snip_03.py,rev_st_snip_04.py,0
rev_st_snip_04.py,rev_st_snip_05.py,0
rev_st_snip_05.py,rev_st_snip_06.py,0
rev_st_snip_06.py,rev_st_snip_07.py,0
rev_st_snip_07.py,rev_st_snip_08.py,0
rev_st_snip_08.py,rev_st_snip_09.py,0
rev_st_snip_09.py,rev_st_snip_10.py,0
rev_st_snip_10.py,rev_st_snip_11.py,0
rev_st_snip_11.py,rev_st_snip_12.py,0
rev_st_snip_12.py,rev_st_snip_13.py,0
rev_st_snip_13.py,rev_st_snip_14.py,0
rev_st_snip_14.py,rev_st_snip_15.py,0
rev_st_snip_15.py,rev_st_snip_16.py,0
rev_st_snip_16.py,rev_st_snip_17.py,0
rev_st_snip_17.py,rev_st_snip_18.py,0
rev_st_snip_18.py,rev_st_snip_19.py,0
rev_st_snip_19.py,rev_st_snip_20.py,0
rev_st_snip_20.py,rev_st_snip_01.py,0
