File_1,File_2,Label
original.py,L1_1.py,1
original.py,L1_2.py,1
original.py,L3_2.py,1
original.py,L6_1.py,1
original.py,L5_1.py,1
original.py,L4_1.py,1
original.py,L2_1.py,1
original.py,L3_1.py,1
L1_1.py,L1_2.py,1
L1_1.py,L3_2.py,1
L1_1.py,L6_1.py,1
L1_1.py,L5_1.py,1
L1_1.py,L4_1.py,1
L1_1.py,L2_1.py,1
L1_1.py,L3_1.py,1
L1_2.py,L3_2.py,1
L1_2.py,L6_1.py,1
L1_2.py,L5_1.py,1
L1_2.py,L4_1.py,1
L1_2.py,L2_1.py,1
L1_2.py,L3_1.py,1
L3_2.py,L6_1.py,1
L3_2.py,L5_1.py,1
L3_2.py,L4_1.py,1
L3_2.py,L2_1.py,1
L3_2.py,L3_1.py,1
L6_1.py,L5_1.py,1
L6_1.py,L4_1.py,1
L6_1.py,L2_1.py,1
L6_1.py,L3_1.py,1
L5_1.py,L4_1.py,1
L5_1.py,L2_1.py,1
L5_1.py,L3_1.py,1
L4_1.py,L2_1.py,1
L4_1.py,L3_1.py,1
L2_1.py,L3_1.py,1
